date,region,product,units,revenue
2023-10-05,North,Beta,25,1251.77
2023-02-16,South,Alpha,10,1019.73
2023-10-19,East,Epsilon,47,1062.4
2023-11-15,South,Epsilon,28,1267.7
2023-03-10,South,Beta,43,1123.15
2023-11-15,South,Epsilon,28,1267.7
2024-06-28,North,Gamma,28,1544.69
2023-09-07,North,Alpha,19,1158.55
2023-02-15,North,Delta,25,1181.87
2023-12-25,North,Beta,38,1261.32
2024-01-07,West,Gamma,12,1485.24
2023-02-27,North,Gamma,26,1303.02
2024-10-27,East,Delta,2,1497.71
2023-12-27,East,Alpha,15,1351.3
2023-02-03,North,Alpha,56,1138.61
2024-05-17,South,Beta,23,1488.49
2024-10-08,East,Delta,56,1458.32
2023-07-13,West,Gamma,18,1288.68
2023-11-04,East,Gamma,11,1230.28
2024-06-27,West,Gamma,34,1569.52
2024-01-27,West,Epsilon,46,1565.1
2023-09-09,North,Beta,37,1156.35
2023-05-22,West,Beta,11,1320.99
2023-05-08,West,Alpha,5,1402.15
2024-01-23,West,Delta,41,1597.48
2024-02-17,West,Beta,43,1843.9
2024-10-17,East,Epsilon,47,1588.01
2024-08-01,South,Epsilon,13,1553.35
2023-03-03,North,Epsilon,39,1259.35
2024-12-24,South,Alpha,27,1834.1
2023-04-07,West,Beta,33,1466.04
2024-07-24,West,Delta,59,1667.34
2024-05-21,East,Alpha,32,1693.05
2023-07-05,West,Gamma,4,1165.08
2023-04-07,West,Beta,33,1466.04
2024-05-23,South,Epsilon,39,1836.88
2023-12-06,South,Alpha,4,1406.22
2023-10-04,North,Epsilon,23,1089.59
2024-05-19,West,Alpha,52,1605.5
2023-02-10,West,Beta,11,1117.41
2024-05-25,West,Gamma,47,1675.31
2023-04-21,West,Epsilon,27,1313.04
2024-03-10,East,Alpha,7,1687.25
2024-05-17,South,Beta,23,1488.49
2023-05-13,South,Beta,40,1322.78
2023-09-23,East,Alpha,57,1101.87
2023-05-05,North,Gamma,16,1333.93
2024-01-20,West,Gamma,59,1480.26
2023-08-07,South,Delta,13,1069.63
2024-02-10,North,Gamma,10,1569.22
2024-05-22,South,Gamma,37,1697.14
2023-03-16,East,Gamma,19,1327.98
2023-05-30,North,Epsilon,29,1226.45
2023-09-04,South,Gamma,55,1102.7
2024-02-22,East,Delta,54,1620.89
2023-06-16,South,Delta,54,1309.71
2024-07-09,North,Epsilon,31,1422.44
2023-04-14,North,Delta,49,1339.41
2024-06-29,South,Delta,30,1506.87
2023-04-06,West,Epsilon,13,1278.65
2024-03-01,South,Gamma,40,1534.04
2023-07-19,South,Alpha,52,1074.9
2023-03-11,South,Epsilon,53,1245.21
2024-12-11,East,Beta,8,1757.86
2023-01-24,West,Gamma,50,1032.88
2024-12-27,South,Beta,31,1799.7
2023-04-17,East,Beta,23,1376.25
2023-02-09,East,Delta,34,1235.04
2023-02-01,South,Gamma,16,1156.03
2023-10-21,South,Beta,3,1214.89
2023-02-08,East,Gamma,32,1165.86
2023-07-04,East,Epsilon,34,1290.35
2024-02-25,West,Gamma,31,1570.92
2024-08-01,South,Epsilon,13,1553.35
2024-04-13,South,Delta,41,1781.81
2023-01-17,South,Delta,20,1181.02
2024-05-23,South,Epsilon,39,1836.88
2024-11-30,West,Delta,41,1689.28
2024-07-19,West,Beta,33,1507.38
2023-05-02,North,Alpha,39,1423.43
2023-09-01,East,Alpha,3,1204.54
2024-04-03,East,Beta,34,1745.9
2024-11-17,West,Beta,50,1702.62
2023-06-05,North,Gamma,27,1179.1
2024-11-04,North,Alpha,3,1593.25
2024-08-03,South,Gamma,3,1573.62
2024-07-05,West,Delta,44,1746.92
2024-06-29,South,Delta,30,1506.87
2023-03-19,North,Gamma,44,1365.87
2023-03-03,North,Epsilon,39,1259.35
2024-07-02,South,Epsilon,17,1569.91
2024-05-21,East,Alpha,32,1693.05
2024-03-13,South,Gamma,2,1637.94
2023-10-10,North,Beta,31,1074.9
2024-04-28,East,Epsilon,53,1647.36
2024-06-08,North,Delta,2,1676.36
2023-10-09,West,Gamma,3,1248.48
2024-01-21,South,Beta,56,1537.53
2024-05-07,East,Gamma,2,1677.92
2024-11-12,East,Gamma,20,1603.88
2024-09-11,South,Delta,25,1558.53
2024-07-21,North,Alpha,2,1583.84
2024-07-21,North,Alpha,2,1583.84
2024-03-24,East,Epsilon,12,1754.74
2024-10-17,East,Epsilon,47,1588.01
2024-04-21,East,Delta,10,1731.97
2023-10-24,West,Delta,31,1102.77
2023-11-13,North,Delta,23,1339.4
2024-08-05,South,Gamma,24,1552.92
2024-03-09,West,Epsilon,50,1660.47
2023-06-28,East,Delta,2,1204.41
2024-11-03,South,Epsilon,33,1614.5
2023-08-07,South,Delta,13,1069.63
2023-10-04,North,Epsilon,23,1089.59
2023-11-05,North,Delta,47,1243.05
2024-07-04,North,Delta,57,1646.98
2024-03-25,South,Epsilon,45,1646.72
2024-12-21,East,Alpha,57,1813.52
2023-03-31,North,Beta,23,1336.04
2024-07-30,North,Gamma,51,1426.62
2023-02-12,South,Alpha,30,1119.95
2023-04-08,North,Alpha,48,1166.33
2023-01-02,North,Beta,26,1051.27
2023-03-31,North,Beta,23,1336.04
2023-02-08,East,Gamma,32,1165.86
2023-01-19,South,Alpha,15,1085.25
2024-04-17,North,Epsilon,1,1658.23
2024-05-07,East,Gamma,2,1677.92
2024-04-19,West,Gamma,20,1781.8
2024-04-12,East,Gamma,16,1626.87
2023-10-23,South,Beta,9,1221.65
2023-05-08,West,Alpha,5,1402.15
2023-09-29,South,Gamma,33,958.74
2023-10-21,South,Beta,3,1214.89
2024-05-01,South,Beta,33,1819.84
2023-06-14,West,Gamma,42,1185.37
2023-12-21,West,Delta,51,1362.09
2023-05-08,West,Alpha,5,1402.15
2023-08-27,East,Gamma,54,943.45
2023-02-02,East,Epsilon,22,1139.79
2024-11-01,West,Gamma,49,1579.75
2023-01-08,North,Gamma,28,887.73
2023-04-23,West,Beta,45,1443.74
2023-02-20,East,Delta,16,1228.59
2024-11-21,South,Alpha,7,1874.73
2023-06-10,South,Epsilon,47,1314.18
2024-12-10,South,Delta,53,1705.66
2023-01-02,North,Beta,26,1051.27
2024-09-01,East,Beta,12,1586.86
2024-01-10,North,Delta,59,1435.36
2023-06-29,South,Delta,49,1212.67
2024-06-26,North,Delta,2,1801.9
2024-08-17,South,Gamma,37,1476.43
2024-11-20,East,Beta,56,1613.29
2023-12-04,South,Delta,43,1233.33
2024-03-31,West,Gamma,16,1790.72
2024-02-10,North,Gamma,10,1569.22
2024-06-14,East,Alpha,21,1761.66
2024-11-17,West,Beta,50,1702.62
2023-06-22,West,Beta,39,1238.63
2023-05-18,East,Beta,39,1313.99
2024-01-24,West,Gamma,54,1512.07
2023-03-19,North,Gamma,44,1365.87
2024-05-26,East,Beta,58,1700.16
2023-06-01,South,Beta,44,1259.24
2023-04-06,West,Epsilon,13,1278.65
2023-07-07,South,Epsilon,55,1239.89
2024-09-29,South,Delta,43,1511.39
2023-03-06,South,Beta,27,1203.17
2024-02-20,South,Epsilon,36,1650.04
2024-10-03,North,Epsilon,24,1578.7
2023-03-26,South,Epsilon,40,1374.65
2023-08-22,West,Gamma,26,982.22
2023-03-10,South,Beta,43,1123.15
2023-02-24,South,Beta,55,1295.05
2023-01-26,South,Delta,43,951.41
2024-04-12,East,Gamma,16,1626.87
2024-02-16,South,Beta,25,1533.01
2024-07-22,South,Beta,45,1387.85
2024-08-27,West,Beta,13,1404.89
2023-11-29,South,Epsilon,32,1344.26
2023-06-24,North,Delta,25,1204.69
2023-01-12,North,Delta,33,1040.7
2023-05-17,West,Delta,27,1403.4
2024-03-21,North,Alpha,32,1763.51
2023-06-01,South,Beta,44,1259.24
2023-12-11,West,Alpha,5,1363.28
2023-08-06,North,Alpha,9,1122.21
2024-04-11,North,Beta,58,1854.49
2023-07-30,South,Delta,6,1080.65
2023-01-06,South,Alpha,4,1105.77
2024-11-13,West,Alpha,4,1553.29
2024-06-17,West,Alpha,10,1525.65
2023-04-28,South,Epsilon,45,1162.92
2024-08-08,North,Beta,53,1530.46
2024-10-20,West,Beta,1,1468.84
2023-06-01,South,Beta,44,1259.24
2024-07-11,East,Gamma,55,1554.11
2024-04-24,East,Alpha,34,1649.59
2024-01-17,North,Epsilon,21,1553.4
2024-07-18,East,Delta,49,1514.7
2024-11-25,East,Alpha,4,1677.4
2024-01-03,East,Beta,38,1473.29
2024-03-21,North,Alpha,32,1763.51
2024-11-11,West,Beta,33,1542.76
2023-11-25,West,Gamma,25,1162.29
2023-10-06,East,Alpha,59,1004.68
2023-01-03,North,Beta,13,946.3
2023-08-03,East,Beta,50,1138.63
2023-09-15,East,Gamma,21,1113.68
2023-03-14,East,Alpha,12,1125.13
2023-11-04,East,Gamma,11,1230.28
2024-03-31,West,Gamma,16,1790.72
2024-12-28,South,Alpha,27,1840.23
2023-03-19,North,Gamma,44,1365.87
2024-07-14,West,Alpha,31,1540.67
2023-09-14,East,Beta,30,860.44
2024-07-08,South,Gamma,17,1545.65
2023-10-23,South,Beta,9,1221.65
2024-05-30,North,Alpha,28,1781.47
2024-03-17,West,Epsilon,14,1670.4
2024-07-19,West,Beta,33,1507.38
2024-11-30,West,Delta,41,1689.28
2023-11-19,East,Epsilon,2,1207.36
2024-08-26,East,Alpha,59,1460.68
2023-09-19,West,Delta,52,1084.64
2023-01-27,West,Gamma,21,1135.06
2023-02-01,South,Gamma,16,1156.03
2024-06-07,West,Gamma,19,1662.53
2024-01-23,West,Delta,41,1597.48
2024-11-25,East,Alpha,4,1677.4
2023-05-10,South,Delta,27,1219.59
2023-01-14,South,Beta,43,1005.75
2023-03-01,West,Delta,15,1188.31
2024-03-16,South,Delta,45,1709.68
2024-12-22,South,Gamma,59,1841.07
2023-05-17,West,Delta,27,1403.4
2023-02-08,East,Gamma,32,1165.86
2024-01-24,West,Gamma,54,1512.07
2023-11-23,North,Beta,26,1198.34
2023-01-06,South,Alpha,4,1105.77
2024-04-08,South,Epsilon,20,1734.94
2023-03-26,South,Epsilon,40,1374.65
2023-07-07,South,Epsilon,55,1239.89
2023-02-01,South,Gamma,16,1156.03
2024-04-19,West,Gamma,20,1781.8
2023-01-08,North,Gamma,28,887.73
2023-08-24,North,Epsilon,28,958.47
2023-11-19,East,Epsilon,2,1207.36
2023-06-10,South,Epsilon,47,1314.18
2024-04-04,North,Gamma,6,1664.5
2023-10-28,West,Epsilon,2,1119.01
2024-07-03,South,Epsilon,35,1694.22
2023-06-25,North,Epsilon,59,1323.03
2024-04-02,East,Alpha,34,1605.5
2024-04-19,West,Gamma,20,1781.8
2023-12-07,East,Beta,1,1283.4
2024-03-25,South,Epsilon,45,1646.72
2023-02-22,North,Beta,11,1253.93
2024-12-10,South,Delta,53,1705.66
2023-12-12,East,Epsilon,41,1358.4
2023-01-29,North,Gamma,11,1104.01
2023-08-26,South,Delta,19,1200.05
2023-07-27,North,Delta,40,1128.21
2024-01-30,North,Beta,42,1447.45
2023-09-12,West,Epsilon,46,1075.16
2024-02-18,South,Alpha,59,1515.66
2023-05-26,West,Delta,7,1375.99
2023-07-29,West,Delta,29,1057.95
2024-03-06,South,Gamma,13,1724.72
2023-01-08,North,Gamma,28,887.73
2023-01-18,West,Alpha,1,1132.56
2023-03-28,South,Delta,29,1164.07
2023-11-14,South,Alpha,31,1268.69
2023-11-17,North,Alpha,16,1259.34
2024-06-03,West,Beta,25,1743.3
2024-11-26,West,Alpha,52,1718.4
2024-04-28,East,Epsilon,53,1647.36
2023-02-13,South,Alpha,48,1271.78
2024-04-27,East,Alpha,36,1792.75
2023-02-25,North,Beta,33,1346.31
2023-08-21,North,Beta,39,1046.96
2023-09-19,West,Delta,52,1084.64
2023-11-03,East,Epsilon,42,1193.81
2023-07-11,East,Beta,20,1099.94
2024-11-23,North,Gamma,56,1660.25
2023-04-16,South,Alpha,32,1140.94
2023-08-15,North,Gamma,41,1150.43
2023-06-15,West,Epsilon,49,1236.89
2024-04-18,West,Alpha,45,1655.78
2023-09-18,East,Alpha,16,1146.78
2023-05-20,North,Delta,19,1219.73
2024-06-25,East,Epsilon,50,1608.29
2024-04-18,West,Alpha,45,1655.78
2024-02-21,South,Epsilon,50,1734.84
2024-11-21,South,Alpha,7,1874.73
2023-08-21,North,Beta,39,1046.96
2024-11-22,South,Gamma,39,1617.79
2024-11-13,West,Alpha,4,1553.29
2024-02-12,North,Gamma,56,1554.28
2023-05-06,North,Delta,20,1237.35
2024-08-24,West,Epsilon,54,1426.29
2023-02-13,South,Alpha,48,1271.78
2023-09-12,West,Epsilon,46,1075.16
2024-01-06,South,Alpha,57,1450.56
2024-09-08,North,Alpha,35,1524.89
2023-04-06,West,Epsilon,13,1278.65
2023-10-12,North,Alpha,29,1083.05
2023-03-06,South,Beta,27,1203.17
2023-04-25,East,Gamma,8,1233.4
2023-08-03,East,Beta,50,1138.63
2024-10-01,East,Beta,12,1600.32
2023-11-04,East,Gamma,11,1230.28
2023-01-11,North,Gamma,58,943.54
2024-06-27,West,Gamma,34,1569.52
2024-05-15,East,Beta,11,1752.84
2023-01-10,North,Beta,53,943.36
2023-04-14,North,Delta,49,1339.41
2023-05-15,East,Epsilon,33,1372.73
2024-11-01,West,Gamma,49,1579.75
2024-10-20,West,Beta,1,1468.84
2024-10-14,West,Beta,48,1605.54
2023-11-26,South,Delta,59,1367.42
2023-03-16,East,Gamma,19,1327.98
2023-12-14,South,Alpha,14,1368.18
2023-08-02,South,Delta,34,1097.16
2024-07-19,West,Beta,33,1507.38
2023-06-20,South,Alpha,24,1171.64
2024-10-08,East,Delta,56,1458.32
2024-01-29,East,Alpha,52,1473.8
2023-06-14,West,Gamma,42,1185.37
2024-04-16,West,Beta,19,1607.8
2023-07-07,South,Epsilon,55,1239.89
2024-03-13,South,Gamma,2,1637.94
2024-06-14,East,Alpha,21,1761.66
2023-04-17,East,Beta,23,1376.25
2023-01-22,South,Delta,40,1123.16
2023-03-09,North,Delta,20,1302.08
2024-05-24,East,Delta,38,1577.64
2023-01-15,North,Delta,5,1004.47
2023-01-21,North,Alpha,1,1057.98
2024-01-16,South,Gamma,33,1549.82
2023-09-23,East,Alpha,57,1101.87
2024-07-08,South,Gamma,17,1545.65
2023-12-30,South,Alpha,59,1394.63
2023-03-19,North,Gamma,44,1365.87
2023-02-12,South,Alpha,30,1119.95
2023-10-19,East,Epsilon,47,1062.4
2023-06-06,North,Alpha,35,1240.81
2023-03-27,West,Beta,36,1223.22
2023-02-04,East,Beta,51,1141.44
2023-08-23,West,Delta,34,1111.3
2023-08-09,South,Epsilon,20,1233.66
2024-12-23,South,Gamma,46,1770.58
2024-01-28,East,Gamma,8,1581.37
2024-07-30,North,Gamma,51,1426.62
2024-12-18,West,Epsilon,32,1671.58
2023-10-02,West,Beta,53,1071.06
2023-06-16,South,Delta,54,1309.71
2023-09-02,West,Epsilon,43,1168.38
2023-06-30,East,Epsilon,24,1124.22
2024-12-24,South,Alpha,27,1834.1
2024-05-08,South,Alpha,28,1689.87
2023-01-26,South,Delta,43,951.41
2023-12-22,South,Delta,19,1495.97
2024-08-04,South,Alpha,30,1427.73
2024-06-27,West,Gamma,34,1569.52
2023-03-01,West,Delta,15,1188.31
2023-11-15,South,Epsilon,28,1267.7
2023-01-30,West,Beta,39,1275.84
2023-11-19,East,Epsilon,2,1207.36
2024-09-27,West,Gamma,19,1404.16
2023-02-02,East,Epsilon,22,1139.79
2023-09-07,North,Alpha,19,1158.55
2023-12-16,East,Alpha,40,1310.35
2023-07-20,South,Delta,55,1005.48
2023-03-10,South,Beta,43,1123.15
2024-07-04,North,Delta,57,1646.98
2023-11-13,North,Delta,23,1339.4
2023-04-08,North,Alpha,48,1166.33
2024-05-17,South,Beta,23,1488.49
2023-12-01,East,Alpha,26,1274.65
2024-02-24,North,Delta,59,1474.56
2024-03-15,East,Beta,55,1608.53
2023-06-06,North,Alpha,35,1240.81
2024-11-16,South,Epsilon,23,1715.02
2023-04-03,South,Beta,21,1363.87
2024-03-16,South,Delta,45,1709.68
2024-05-31,West,Alpha,31,1612.28
2024-12-20,East,Beta,21,1839.08
2023-02-01,South,Gamma,16,1156.03
2023-03-18,South,Epsilon,54,1247.66
2024-03-12,South,Delta,37,1678.86
2023-09-08,South,Delta,19,1000.75
2024-08-18,North,Beta,47,1543.9
2024-12-21,East,Alpha,57,1813.52
2024-04-29,West,Delta,11,1488.11
2023-03-16,East,Gamma,19,1327.98
2024-08-05,South,Gamma,24,1552.92
2023-07-05,West,Gamma,4,1165.08
2023-04-10,South,Epsilon,4,1172.08
2024-03-24,East,Epsilon,12,1754.74
2023-02-11,North,Delta,4,1238.52
2024-05-13,East,Gamma,4,1788.5
2024-11-19,South,Beta,55,1782.48
2024-11-13,West,Alpha,4,1553.29
2024-01-05,South,Alpha,53,1298.86
2023-08-31,North,Alpha,43,1063.97
2024-10-24,South,Epsilon,56,1605.73
2024-07-30,North,Gamma,51,1426.62
2023-07-09,West,Epsilon,10,1229.19
2023-07-08,South,Epsilon,27,1137.61
2024-01-01,South,Gamma,24,1286.99
2023-04-07,West,Beta,33,1466.04
2023-06-05,North,Gamma,27,1179.1
2023-09-14,East,Beta,30,860.44
2024-10-28,West,Delta,51,1541.46
2023-10-04,North,Epsilon,23,1089.59
2023-01-27,West,Gamma,21,1135.06
2023-12-24,East,Alpha,10,1389.16
2024-05-03,West,Epsilon,16,1644.68
2023-09-11,South,Epsilon,53,1106.16
2024-04-11,North,Beta,58,1854.49
2023-11-12,East,Epsilon,4,1050.08
2024-09-21,North,Alpha,49,1455.31
2024-01-05,South,Alpha,53,1298.86
2024-07-28,West,Epsilon,48,1540.22
2024-05-13,East,Gamma,4,1788.5
2024-11-09,North,Beta,12,1619.25
2024-10-25,North,Delta,49,1568.86
2024-08-03,South,Gamma,3,1573.62
2024-12-10,South,Delta,53,1705.66
2023-07-09,West,Epsilon,10,1229.19
2023-12-10,West,Alpha,3,1392.94
2024-03-26,South,Gamma,42,1580.47
2024-11-07,North,Alpha,4,1616.23
2023-05-30,North,Epsilon,29,1226.45
2023-07-25,East,Alpha,10,1168.15
2023-12-29,South,Beta,2,1346.81
2024-10-28,West,Delta,51,1541.46
2024-02-21,South,Epsilon,50,1734.84
2024-06-04,West,Delta,16,1654.81
2023-03-10,South,Beta,43,1123.15
2024-08-17,South,Gamma,37,1476.43
2023-11-07,East,Gamma,24,1050.13
2024-12-26,West,Beta,43,1850.05
2024-01-19,East,Epsilon,33,1523.97
2024-05-18,South,Alpha,48,1518.13
2024-12-15,East,Alpha,34,1758.91
2023-03-31,North,Beta,23,1336.04
2024-01-31,North,Alpha,21,1489.72
2024-01-30,North,Beta,42,1447.45
2023-08-05,East,Delta,12,1103.83
2023-01-25,West,Gamma,27,1112.64
2023-09-07,North,Alpha,19,1158.55
2024-03-28,East,Delta,22,1652.73
2024-09-25,North,Beta,12,1457.71
2023-05-22,West,Beta,11,1320.99
2023-01-07,East,Epsilon,59,982.24
2023-01-03,North,Beta,13,946.3
2023-11-20,North,Beta,6,1189.95
2023-12-16,East,Alpha,40,1310.35
2023-08-23,West,Delta,34,1111.3
2024-01-24,West,Gamma,54,1512.07
2023-06-06,North,Alpha,35,1240.81
2023-02-05,East,Beta,25,1163.07
2023-12-25,North,Beta,38,1261.32
2023-07-25,East,Alpha,10,1168.15
2023-06-24,North,Delta,25,1204.69
2023-03-20,South,Alpha,47,1237.77
2024-09-09,South,Alpha,31,1656.06
2024-01-26,East,Beta,43,1602.17
2023-08-08,East,Gamma,12,1175.7
2023-05-29,North,Delta,48,1354.82
2023-06-01,South,Beta,44,1259.24
2024-04-28,East,Epsilon,53,1647.36
2024-12-12,South,Epsilon,2,1762.87
2023-09-20,East,Gamma,35,999.83
2023-02-20,East,Delta,16,1228.59
2023-04-01,West,Gamma,31,1331.38
2023-01-10,North,Beta,53,943.36
2024-09-09,South,Alpha,31,1656.06
2024-08-20,South,Delta,3,1573.84
2024-05-10,East,Alpha,24,1826.39
2023-02-03,North,Alpha,56,1138.61
2024-03-31,West,Gamma,16,1790.72
2023-05-02,North,Alpha,39,1423.43
2024-01-28,East,Gamma,8,1581.37
2024-05-02,South,Beta,25,1673.35
2023-02-03,North,Alpha,56,1138.61
2024-09-30,South,Alpha,1,1577.69
2024-03-21,North,Alpha,32,1763.51
2024-06-03,West,Beta,25,1743.3
2024-03-01,South,Gamma,40,1534.04
2023-01-28,South,Gamma,8,1183.25
2023-10-24,West,Delta,31,1102.77
2024-03-31,West,Gamma,16,1790.72
2024-07-11,East,Gamma,55,1554.11
2024-10-11,North,Beta,2,1434.54
2023-02-16,South,Alpha,10,1019.73
2024-09-25,North,Beta,12,1457.71
2024-07-24,West,Delta,59,1667.34
2023-01-22,South,Delta,40,1123.16
2023-09-14,East,Beta,30,860.44
2024-10-21,West,Alpha,27,1554.98
2023-05-28,East,Beta,26,1120.42
2023-01-28,South,Gamma,8,1183.25
2023-04-08,North,Alpha,48,1166.33
2023-08-27,East,Gamma,54,943.45
2024-02-10,North,Gamma,10,1569.22
2023-12-17,East,Delta,31,1413.13
2023-08-28,East,Delta,40,993.04
2024-02-07,West,Delta,7,1582.25
2024-12-08,South,Gamma,35,1584.6
2023-10-19,East,Epsilon,47,1062.4
2023-04-06,West,Epsilon,13,1278.65
2023-01-30,West,Beta,39,1275.84
2023-12-26,North,Alpha,2,1325.18
2023-10-06,East,Alpha,59,1004.68
2024-03-16,South,Delta,45,1709.68
2023-09-05,South,Alpha,29,1122.09
2024-08-07,West,Epsilon,51,1559.91
2024-06-27,West,Gamma,34,1569.52
2024-08-17,South,Gamma,37,1476.43
2024-10-09,North,Epsilon,1,1673.5
2024-12-28,South,Alpha,27,1840.23
2023-05-17,West,Delta,27,1403.4
2023-11-14,South,Alpha,31,1268.69
2023-01-24,West,Gamma,50,1032.88
2024-05-09,North,Beta,44,1717.6
2023-10-18,North,Delta,44,1178.6
2023-09-09,North,Beta,37,1156.35
2023-05-12,West,Gamma,11,1289.78
2023-11-08,West,Gamma,1,1139.97
2024-05-11,East,Delta,46,1731.08
2023-01-16,North,Epsilon,50,1035.58
2023-10-08,West,Epsilon,10,1004.59
2024-07-28,West,Epsilon,48,1540.22
2023-04-17,East,Beta,23,1376.25
2023-05-02,North,Alpha,39,1423.43
2024-06-22,East,Beta,50,1730.66
2024-09-02,East,Gamma,5,1508.0
2023-08-26,South,Delta,19,1200.05
2024-07-13,South,Gamma,42,1759.97
2024-04-16,West,Beta,19,1607.8
2024-05-03,West,Epsilon,16,1644.68
2023-06-13,East,Gamma,44,1093.32
2024-05-15,East,Beta,11,1752.84
2024-10-18,East,Epsilon,49,1540.01
2023-08-04,West,Gamma,26,1095.35
2023-08-28,East,Delta,40,993.04
2024-04-19,West,Gamma,20,1781.8
2023-12-10,West,Alpha,3,1392.94
2023-07-05,West,Gamma,4,1165.08
2023-10-08,West,Epsilon,10,1004.59
2023-11-05,North,Delta,47,1243.05
2024-02-04,East,Delta,58,1538.72
2023-07-15,North,Epsilon,7,1299.61
2023-03-15,East,Epsilon,25,1422.75
2023-06-24,North,Delta,25,1204.69
2024-02-09,West,Gamma,8,1696.39
2023-11-19,East,Epsilon,2,1207.36
2023-01-13,East,Epsilon,25,962.41
2024-02-14,South,Beta,14,1471.16
2024-10-02,South,Alpha,8,1449.25
2023-04-08,North,Alpha,48,1166.33
2023-08-15,North,Gamma,41,1150.43
2023-05-20,North,Delta,19,1219.73
2023-12-13,West,Alpha,27,1297.33
2023-09-01,East,Alpha,3,1204.54
2023-02-24,South,Beta,55,1295.05
2024-11-18,North,Epsilon,14,1664.01
2024-04-06,North,Gamma,5,1704.85
2023-10-24,West,Delta,31,1102.77
2024-03-19,South,Gamma,41,1628.7
2024-08-24,West,Epsilon,54,1426.29
2024-05-09,North,Beta,44,1717.6
2023-02-03,North,Alpha,56,1138.61
2024-02-27,East,Delta,7,1479.55
2024-05-06,West,Beta,41,1704.26
2024-02-09,West,Gamma,8,1696.39
2024-06-05,West,Gamma,27,1654.62
2024-05-05,South,Beta,58,1804.37
2023-11-20,North,Beta,6,1189.95
2024-08-16,South,Epsilon,8,1523.66
2023-03-21,North,Beta,15,1374.78
2023-06-25,North,Epsilon,59,1323.03
2024-03-30,West,Delta,27,1701.46
2024-03-02,South,Gamma,11,1599.62
2024-10-07,East,Beta,46,1615.57
2024-02-09,West,Gamma,8,1696.39
2023-07-07,South,Epsilon,55,1239.89
2023-11-11,East,Alpha,2,1136.91
2023-03-21,North,Beta,15,1374.78
2024-11-29,West,Alpha,50,1682.7
2024-07-29,South,Gamma,42,1596.07
2024-08-18,North,Beta,47,1543.9
2024-12-29,West,Beta,50,1825.0
2024-12-23,South,Gamma,46,1770.58
2024-09-24,North,Beta,43,1452.8
2024-12-19,East,Delta,44,1654.39
2023-04-27,East,Beta,55,1343.25
2023-01-28,South,Gamma,8,1183.25
2023-10-07,West,Alpha,37,1013.69
2024-08-04,South,Alpha,30,1427.73
2024-03-28,East,Delta,22,1652.73
2023-10-07,West,Alpha,37,1013.69
2024-03-06,South,Gamma,13,1724.72
2023-10-23,South,Beta,9,1221.65
2023-03-08,North,Beta,6,1370.07
2023-11-30,South,Gamma,20,1293.8
2024-09-10,West,Epsilon,48,1422.21
2023-06-04,North,Alpha,10,1188.71
2024-10-01,East,Beta,12,1600.32
2024-02-06,South,Gamma,39,1668.41
2024-08-22,North,Gamma,56,1580.22
2023-06-23,South,Beta,36,1175.25
2024-02-10,North,Gamma,10,1569.22
2023-08-28,East,Delta,40,993.04
2024-06-13,East,Beta,17,1633.06
2024-11-27,North,Gamma,28,1646.41
2023-10-17,West,Gamma,38,1056.5
2024-03-03,West,Beta,53,1578.83
2024-04-27,East,Alpha,36,1792.75
2024-05-29,West,Epsilon,29,1542.51
2023-12-19,East,Delta,17,1265.9
2023-12-13,West,Alpha,27,1297.33
2023-03-25,West,Gamma,42,1275.51
2024-02-15,South,Gamma,5,1642.82
2024-01-07,West,Gamma,12,1485.24
2023-02-25,North,Beta,33,1346.31
2023-01-08,North,Gamma,28,887.73
2023-06-09,North,Delta,9,1116.93
2024-04-05,East,Gamma,11,1855.19
2023-07-18,South,Gamma,32,1353.1
2023-04-03,South,Beta,21,1363.87
2023-12-21,West,Delta,51,1362.09
2024-12-28,South,Alpha,27,1840.23
2023-08-02,South,Delta,34,1097.16
2023-03-16,East,Gamma,19,1327.98
2024-02-04,East,Delta,58,1538.72
2024-09-21,North,Alpha,49,1455.31
2023-05-23,South,Delta,18,1338.88
2024-07-22,South,Beta,45,1387.85
2023-08-04,West,Gamma,26,1095.35
2023-01-02,North,Beta,26,1051.27
2024-12-16,North,Delta,5,1666.01
2023-11-29,South,Epsilon,32,1344.26
2023-08-28,East,Delta,40,993.04
2024-10-20,West,Beta,1,1468.84
2023-03-04,East,Beta,15,1309.17
2023-11-05,North,Delta,47,1243.05
2023-10-12,North,Alpha,29,1083.05
2024-08-22,North,Gamma,56,1580.22
2023-10-22,East,Beta,26,1228.43
2023-05-29,North,Delta,48,1354.82
2024-09-01,East,Beta,12,1586.86
2023-06-29,South,Delta,49,1212.67
2023-04-21,West,Epsilon,27,1313.04
2024-07-25,East,Alpha,28,1577.34
2023-12-17,East,Delta,31,1413.13
2024-03-24,East,Epsilon,12,1754.74
2024-06-10,East,Gamma,12,1636.71
2024-04-26,North,Epsilon,43,1802.89
2023-11-05,North,Delta,47,1243.05
2023-02-14,East,Epsilon,9,1364.95
2024-06-12,West,Epsilon,48,1826.39
2024-12-05,North,Gamma,2,1626.28
2024-01-01,South,Gamma,24,1286.99
2023-04-20,North,Delta,53,1338.09
2023-09-09,North,Beta,37,1156.35
2024-06-06,East,Epsilon,51,1608.33
2023-02-15,North,Delta,25,1181.87
2023-08-05,East,Delta,12,1103.83
